user,rating_bucket,attempts,solved,solve_rate,user_avg_rating,target_bucket,target
ecnerwala,1000,189,186,0.9841,1900.53,1800,0
ecnerwala,1200,225,225,1.0,1900.53,1800,0
ecnerwala,1400,217,214,0.9862,1900.53,1800,0
ecnerwala,1600,245,241,0.9837,1900.53,1800,0
ecnerwala,1800,238,228,0.958,1900.53,1800,1
ecnerwala,2000,222,218,0.982,1900.53,1800,0
ecnerwala,2200,173,165,0.9538,1900.53,1800,0
ecnerwala,2400,189,177,0.9365,1900.53,1800,0
ecnerwala,2600,138,136,0.9855,1900.53,1800,0
ecnerwala,2800,129,121,0.938,1900.53,1800,0
ecnerwala,3000,99,95,0.9596,1900.53,1800,0
ecnerwala,3200,108,105,0.9722,1900.53,1800,0
ecnerwala,3400,146,141,0.9658,1900.53,1800,0
efishel,800,135,134,0.9926,1552.33,1400,0
efishel,1000,69,67,0.971,1552.33,1400,0
efishel,1200,77,76,0.987,1552.33,1400,0
efishel,1400,72,71,0.9861,1552.33,1400,1
efishel,1600,97,97,1.0,1552.33,1400,0
efishel,1800,111,109,0.982,1552.33,1400,0
efishel,2000,81,79,0.9753,1552.33,1400,0
efishel,2200,51,49,0.9608,1552.33,1400,0
efishel,2400,32,29,0.9062,1552.33,1400,0
efishel,2600,19,16,0.8421,1552.33,1400,0
efishel,2800,3,1,0.3333,1552.33,1400,0
efishel,3000,2,2,1.0,1552.33,1400,0
erekle,800,190,190,1.0,1539.6,1400,0
erekle,1000,89,89,1.0,1539.6,1400,0
erekle,1200,100,100,1.0,1539.6,1400,0
erekle,1400,111,111,1.0,1539.6,1400,1
erekle,1600,121,121,1.0,1539.6,1400,0
erekle,1800,135,135,1.0,1539.6,1400,0
erekle,2000,84,84,1.0,1539.6,1400,0
erekle,2200,52,51,0.9808,1539.6,1400,0
erekle,2400,51,49,0.9608,1539.6,1400,0
erekle,2600,20,20,1.0,1539.6,1400,0
erekle,2800,12,9,0.75,1539.6,1400,0
erekle,3200,3,1,0.3333,1539.6,1400,0
erekle,3400,3,2,0.6667,1539.6,1400,0
eriri__,800,42,42,1.0,2303.05,2200,0
eriri__,1000,20,20,1.0,2303.05,2200,0
eriri__,1200,21,20,0.9524,2303.05,2200,0
eriri__,1400,19,19,1.0,2303.05,2200,0
eriri__,1600,27,26,0.963,2303.05,2200,0
eriri__,1800,62,60,0.9677,2303.05,2200,0
eriri__,2000,73,69,0.9452,2303.05,2200,0
eriri__,2200,106,101,0.9528,2303.05,2200,1
eriri__,2400,115,113,0.9826,2303.05,2200,0
eriri__,2600,93,89,0.957,2303.05,2200,0
eriri__,2800,95,92,0.9684,2303.05,2200,0
eriri__,3000,55,49,0.8909,2303.05,2200,0
eriri__,3200,35,34,0.9714,2303.05,2200,0
eriri__,3400,24,21,0.875,2303.05,2200,0
eyadhjarray111,800,492,490,0.9959,1406.84,1400,0
eyadhjarray111,1000,207,206,0.9952,1406.84,1400,0
eyadhjarray111,1200,208,199,0.9567,1406.84,1400,0
eyadhjarray111,1400,196,190,0.9694,1406.84,1400,1
eyadhjarray111,1600,179,169,0.9441,1406.84,1400,0
eyadhjarray111,1800,226,208,0.9204,1406.84,1400,0
eyadhjarray111,2000,165,148,0.897,1406.84,1400,0
eyadhjarray111,2200,115,92,0.8,1406.84,1400,0
eyadhjarray111,2400,61,45,0.7377,1406.84,1400,0
eyadhjarray111,2600,22,18,0.8182,1406.84,1400,0
eyadhjarray111,2800,3,2,0.6667,1406.84,1400,0
eyadhjarray111,3000,2,1,0.5,1406.84,1400,0
eyadhjarray111,3200,1,1,1.0,1406.84,1400,0
ezraft,800,1114,1114,1.0,1462.48,1400,0
ezraft,1000,383,383,1.0,1462.48,1400,0
ezraft,1200,393,393,1.0,1462.48,1400,0
ezraft,1400,284,283,0.9965,1462.48,1400,1
ezraft,1600,299,297,0.9933,1462.48,1400,0
ezraft,1800,269,267,0.9926,1462.48,1400,0
ezraft,2000,411,402,0.9781,1462.48,1400,0
ezraft,2200,296,288,0.973,1462.48,1400,0
ezraft,2400,222,210,0.9459,1462.48,1400,0
ezraft,2600,67,62,0.9254,1462.48,1400,0
ezraft,2800,25,23,0.92,1462.48,1400,0
ezraft,3000,16,15,0.9375,1462.48,1400,0
ezraft,3200,6,6,1.0,1462.48,1400,0
ezraft,3400,2,2,1.0,1462.48,1400,0
fIower,800,11,8,0.7273,1931.03,1800,0
fIower,1000,4,4,1.0,1931.03,1800,0
fIower,1200,3,3,1.0,1931.03,1800,0
fIower,1400,3,3,1.0,1931.03,1800,0
fIower,1600,4,4,1.0,1931.03,1800,0
fIower,1800,7,7,1.0,1931.03,1800,1
fIower,2000,4,4,1.0,1931.03,1800,0
fIower,2200,8,6,0.75,1931.03,1800,0
fIower,2400,5,4,0.8,1931.03,1800,0
fIower,2600,5,5,1.0,1931.03,1800,0
fIower,2800,7,7,1.0,1931.03,1800,0
fIower,3000,3,3,1.0,1931.03,1800,0
fakeapple,800,32,32,1.0,1307.37,1200,0
fakeapple,1000,16,16,1.0,1307.37,1200,0
fakeapple,1200,9,8,0.8889,1307.37,1200,1
fakeapple,1400,13,10,0.7692,1307.37,1200,0
fakeapple,1600,10,9,0.9,1307.37,1200,0
fakeapple,1800,8,6,0.75,1307.37,1200,0
fakeapple,2000,6,5,0.8333,1307.37,1200,0
fakeapple,2200,8,8,1.0,1307.37,1200,0
fakeapple,2600,1,1,1.0,1307.37,1200,0
fallingflower,800,43,43,1.0,1315.6,1200,0
fallingflower,1000,20,20,1.0,1315.6,1200,0
fallingflower,1200,17,17,1.0,1315.6,1200,1
fallingflower,1400,19,19,1.0,1315.6,1200,0
fallingflower,1600,14,13,0.9286,1315.6,1200,0
fallingflower,1800,14,12,0.8571,1315.6,1200,0
fallingflower,2000,11,11,1.0,1315.6,1200,0
fallingflower,2200,6,6,1.0,1315.6,1200,0
fallingflower,2400,1,0,0.0,1315.6,1200,0
familiarize,800,21,21,1.0,1582.98,1400,0
familiarize,1000,8,8,1.0,1582.98,1400,0
familiarize,1200,11,11,1.0,1582.98,1400,0
familiarize,1400,6,6,1.0,1582.98,1400,1
familiarize,1600,8,8,1.0,1582.98,1400,0
familiarize,1800,13,13,1.0,1582.98,1400,0
familiarize,2000,6,6,1.0,1582.98,1400,0
familiarize,2200,6,6,1.0,1582.98,1400,0
familiarize,2400,11,10,0.9091,1582.98,1400,0
familiarize,2600,3,3,1.0,1582.98,1400,0
familiarize,2800,2,1,0.5,1582.98,1400,0
familiarize,3000,1,1,1.0,1582.98,1400,0
familiarize,3400,1,0,0.0,1582.98,1400,0
fangzx,800,81,79,0.9753,2026.16,2000,0
fangzx,1000,41,40,0.9756,2026.16,2000,0
fangzx,1200,50,49,0.98,2026.16,2000,0
fangzx,1400,33,32,0.9697,2026.16,2000,0
fangzx,1600,47,45,0.9574,2026.16,2000,0
fangzx,1800,65,58,0.8923,2026.16,2000,0
fangzx,2000,79,72,0.9114,2026.16,2000,1
fangzx,2200,86,84,0.9767,2026.16,2000,0
fangzx,2400,103,102,0.9903,2026.16,2000,0
fangzx,2600,64,60,0.9375,2026.16,2000,0
fangzx,2800,58,54,0.931,2026.16,2000,0
fangzx,3000,29,26,0.8966,2026.16,2000,0
fangzx,3200,17,15,0.8824,2026.16,2000,0
fangzx,3400,19,18,0.9474,2026.16,2000,0
fanhuaxingyu,800,330,330,1.0,1503.78,1400,0
fanhuaxingyu,1000,140,140,1.0,1503.78,1400,0
fanhuaxingyu,1200,152,152,1.0,1503.78,1400,0
fanhuaxingyu,1400,121,121,1.0,1503.78,1400,1
fanhuaxingyu,1600,122,122,1.0,1503.78,1400,0
fanhuaxingyu,1800,157,157,1.0,1503.78,1400,0
fanhuaxingyu,2000,108,107,0.9907,1503.78,1400,0
fanhuaxingyu,2200,95,94,0.9895,1503.78,1400,0
fanhuaxingyu,2400,78,78,1.0,1503.78,1400,0
fanhuaxingyu,2600,33,31,0.9394,1503.78,1400,0
fanhuaxingyu,2800,10,10,1.0,1503.78,1400,0
fanhuaxingyu,3000,3,2,0.6667,1503.78,1400,0
fanhuaxingyu,3200,4,3,0.75,1503.78,1400,0
fanhuaxingyu,3400,1,1,1.0,1503.78,1400,0
farkon00,800,83,82,0.988,1862.68,1800,0
farkon00,1000,39,35,0.8974,1862.68,1800,0
farkon00,1200,44,41,0.9318,1862.68,1800,0
farkon00,1400,35,33,0.9429,1862.68,1800,0
farkon00,1600,44,41,0.9318,1862.68,1800,0
farkon00,1800,72,61,0.8472,1862.68,1800,1
farkon00,2000,82,73,0.8902,1862.68,1800,0
farkon00,2200,88,83,0.9432,1862.68,1800,0
farkon00,2400,136,128,0.9412,1862.68,1800,0
farkon00,2600,47,43,0.9149,1862.68,1800,0
farkon00,2800,6,5,0.8333,1862.68,1800,0
farkon00,3000,1,1,1.0,1862.68,1800,0
farkon00,3200,1,1,1.0,1862.68,1800,0
fengqiyuka,800,51,51,1.0,2067.12,2000,0
fengqiyuka,1000,26,26,1.0,2067.12,2000,0
fengqiyuka,1200,33,33,1.0,2067.12,2000,0
fengqiyuka,1400,34,34,1.0,2067.12,2000,0
fengqiyuka,1600,46,46,1.0,2067.12,2000,0
fengqiyuka,1800,45,45,1.0,2067.12,2000,0
fengqiyuka,2000,44,44,1.0,2067.12,2000,1
fengqiyuka,2200,41,40,0.9756,2067.12,2000,0
fengqiyuka,2400,47,45,0.9574,2067.12,2000,0
fengqiyuka,2600,37,34,0.9189,2067.12,2000,0
fengqiyuka,2800,45,38,0.8444,2067.12,2000,0
fengqiyuka,3000,30,24,0.8,2067.12,2000,0
fengqiyuka,3200,27,24,0.8889,2067.12,2000,0
fengqiyuka,3400,32,30,0.9375,2067.12,2000,0
ffoooo,800,35,35,1.0,2248.46,2200,0
ffoooo,1000,14,14,1.0,2248.46,2200,0
ffoooo,1200,18,18,1.0,2248.46,2200,0
ffoooo,1400,21,20,0.9524,2248.46,2200,0
ffoooo,1600,18,15,0.8333,2248.46,2200,0
ffoooo,1800,28,27,0.9643,2248.46,2200,0
ffoooo,2000,75,75,1.0,2248.46,2200,0
ffoooo,2200,34,33,0.9706,2248.46,2200,1
ffoooo,2400,44,43,0.9773,2248.46,2200,0
ffoooo,2600,45,45,1.0,2248.46,2200,0
ffoooo,2800,40,39,0.975,2248.46,2200,0
ffoooo,3000,42,42,1.0,2248.46,2200,0
ffoooo,3200,29,27,0.931,2248.46,2200,0
ffoooo,3400,22,21,0.9545,2248.46,2200,0
fireinferno,800,206,202,0.9806,1376.54,1200,0
fireinferno,1000,78,76,0.9744,1376.54,1200,0
fireinferno,1200,78,78,1.0,1376.54,1200,1
fireinferno,1400,75,71,0.9467,1376.54,1200,0
fireinferno,1600,66,60,0.9091,1376.54,1200,0
fireinferno,1800,76,66,0.8684,1376.54,1200,0
fireinferno,2000,67,56,0.8358,1376.54,1200,0
fireinferno,2200,45,33,0.7333,1376.54,1200,0
fireinferno,2400,30,15,0.5,1376.54,1200,0
fireinferno,2600,10,6,0.6,1376.54,1200,0
fireinferno,2800,4,2,0.5,1376.54,1200,0
fireinferno,3000,1,0,0.0,1376.54,1200,0
fireinferno,3400,2,0,0.0,1376.54,1200,0
firewater,800,13,13,1.0,1672.5,1600,0
firewater,1000,9,9,1.0,1672.5,1600,0
firewater,1200,6,6,1.0,1672.5,1600,0
firewater,1400,9,9,1.0,1672.5,1600,0
firewater,1600,6,6,1.0,1672.5,1600,1
firewater,1800,13,13,1.0,1672.5,1600,0
firewater,2000,5,4,0.8,1672.5,1600,0
firewater,2200,6,5,0.8333,1672.5,1600,0
firewater,2400,7,7,1.0,1672.5,1600,0
firewater,2600,2,2,1.0,1672.5,1600,0
firewater,2800,5,5,1.0,1672.5,1600,0
firewater,3000,1,1,1.0,1672.5,1600,0
fishy15,800,253,241,0.9526,1607.04,1600,0
fishy15,1000,130,119,0.9154,1607.04,1600,0
fishy15,1200,137,124,0.9051,1607.04,1600,0
fishy15,1400,130,116,0.8923,1607.04,1600,0
fishy15,1600,140,119,0.85,1607.04,1600,1
fishy15,1800,100,90,0.9,1607.04,1600,0
fishy15,2000,109,99,0.9083,1607.04,1600,0
fishy15,2200,125,115,0.92,1607.04,1600,0
fishy15,2400,188,176,0.9362,1607.04,1600,0
fishy15,2600,16,13,0.8125,1607.04,1600,0
fishy15,2800,10,7,0.7,1607.04,1600,0
fishy15,3000,6,2,0.3333,1607.04,1600,0
fiza,800,161,161,1.0,1187.96,1000,0
fiza,1000,70,69,0.9857,1187.96,1000,1
fiza,1200,47,47,1.0,1187.96,1000,0
fiza,1400,31,30,0.9677,1187.96,1000,0
fiza,1600,17,17,1.0,1187.96,1000,0
fiza,1800,27,26,0.963,1187.96,1000,0
fiza,2000,13,13,1.0,1187.96,1000,0
fiza,2200,10,9,0.9,1187.96,1000,0
fiza,2400,6,6,1.0,1187.96,1000,0
fiza,2600,3,3,1.0,1187.96,1000,0
fiza,3000,2,1,0.5,1187.96,1000,0
flakepym,800,145,143,0.9862,1137.86,1000,0
flakepym,1000,44,40,0.9091,1137.86,1000,1
flakepym,1200,43,42,0.9767,1137.86,1000,0
flakepym,1400,38,37,0.9737,1137.86,1000,0
flakepym,1600,23,19,0.8261,1137.86,1000,0
flakepym,1800,28,16,0.5714,1137.86,1000,0
flakepym,2000,12,6,0.5,1137.86,1000,0
flakepym,2200,5,5,1.0,1137.86,1000,0
flakepym,2600,1,1,1.0,1137.86,1000,0
flashmt,800,260,259,0.9962,1884.91,1800,0
flashmt,1000,171,169,0.9883,1884.91,1800,0
flashmt,1200,219,219,1.0,1884.91,1800,0
flashmt,1400,273,272,0.9963,1884.91,1800,0
flashmt,1600,314,313,0.9968,1884.91,1800,0
flashmt,1800,367,362,0.9864,1884.91,1800,1
flashmt,2000,375,367,0.9787,1884.91,1800,0
flashmt,2200,398,393,0.9874,1884.91,1800,0
flashmt,2400,415,402,0.9687,1884.91,1800,0
flashmt,2600,235,226,0.9617,1884.91,1800,0
flashmt,2800,115,112,0.9739,1884.91,1800,0
flashmt,3000,37,33,0.8919,1884.91,1800,0
flashmt,3200,6,5,0.8333,1884.91,1800,0
flashmt,3400,2,2,1.0,1884.91,1800,0
flowing_boat,800,27,27,1.0,2247.27,2200,0
flowing_boat,1000,13,11,0.8462,2247.27,2200,0
flowing_boat,1200,21,21,1.0,2247.27,2200,0
flowing_boat,1400,10,10,1.0,2247.27,2200,0
flowing_boat,1600,24,24,1.0,2247.27,2200,0
flowing_boat,1800,49,46,0.9388,2247.27,2200,0
flowing_boat,2000,68,67,0.9853,2247.27,2200,0
flowing_boat,2200,89,89,1.0,2247.27,2200,1
flowing_boat,2400,94,90,0.9574,2247.27,2200,0
flowing_boat,2600,61,60,0.9836,2247.27,2200,0
flowing_boat,2800,54,49,0.9074,2247.27,2200,0
flowing_boat,3000,27,27,1.0,2247.27,2200,0
flowing_boat,3200,13,13,1.0,2247.27,2200,0
flowing_boat,3400,17,16,0.9412,2247.27,2200,0
flytime,800,51,51,1.0,1592.16,1400,0
flytime,1000,24,24,1.0,1592.16,1400,0
flytime,1200,20,20,1.0,1592.16,1400,0
flytime,1400,27,27,1.0,1592.16,1400,1
flytime,1600,28,28,1.0,1592.16,1400,0
flytime,1800,28,28,1.0,1592.16,1400,0
flytime,2000,31,31,1.0,1592.16,1400,0
flytime,2200,19,17,0.8947,1592.16,1400,0
flytime,2400,23,20,0.8696,1592.16,1400,0
flytime,2600,7,7,1.0,1592.16,1400,0
flytime,2800,2,2,1.0,1592.16,1400,0
flytime,3200,1,0,0.0,1592.16,1400,0
foreverlasting1202,800,10,10,1.0,1472.73,1400,0
foreverlasting1202,1000,4,4,1.0,1472.73,1400,0
foreverlasting1202,1200,8,8,1.0,1472.73,1400,0
foreverlasting1202,1400,2,2,1.0,1472.73,1400,1
foreverlasting1202,1600,7,7,1.0,1472.73,1400,0
foreverlasting1202,1800,3,3,1.0,1472.73,1400,0
foreverlasting1202,2000,3,3,1.0,1472.73,1400,0
foreverlasting1202,2200,5,4,0.8,1472.73,1400,0
foreverlasting1202,2400,3,3,1.0,1472.73,1400,0
foreverlasting1202,3200,1,0,0.0,1472.73,1400,0
francesco,800,169,163,0.9645,1422.37,1400,0
francesco,1000,78,75,0.9615,1422.37,1400,0
francesco,1200,67,62,0.9254,1422.37,1400,0
francesco,1400,62,61,0.9839,1422.37,1400,1
francesco,1600,70,69,0.9857,1422.37,1400,0
francesco,1800,72,65,0.9028,1422.37,1400,0
francesco,2000,53,48,0.9057,1422.37,1400,0
francesco,2200,47,41,0.8723,1422.37,1400,0
francesco,2400,24,17,0.7083,1422.37,1400,0
francesco,2600,7,2,0.2857,1422.37,1400,0
francesco,2800,10,5,0.5,1422.37,1400,0
frankfan,800,11,11,1.0,1300.0,1200,0
frankfan,1000,3,3,1.0,1300.0,1200,0
frankfan,1200,3,3,1.0,1300.0,1200,1
frankfan,1400,3,3,1.0,1300.0,1200,0
frankfan,1600,3,3,1.0,1300.0,1200,0
frankfan,1800,5,3,0.6,1300.0,1200,0
frankfan,2000,1,1,1.0,1300.0,1200,0
frankfan,2200,1,1,1.0,1300.0,1200,0
frankfan,2400,1,1,1.0,1300.0,1200,0
frznhc,800,70,69,0.9857,1770.22,1600,0
frznhc,1000,38,36,0.9474,1770.22,1600,0
frznhc,1200,33,31,0.9394,1770.22,1600,0
frznhc,1400,24,24,1.0,1770.22,1600,0
frznhc,1600,28,24,0.8571,1770.22,1600,1
frznhc,1800,51,45,0.8824,1770.22,1600,0
frznhc,2000,43,36,0.8372,1770.22,1600,0
frznhc,2200,45,39,0.8667,1770.22,1600,0
frznhc,2400,58,49,0.8448,1770.22,1600,0
frznhc,2600,31,26,0.8387,1770.22,1600,0
frznhc,2800,12,11,0.9167,1770.22,1600,0
frznhc,3000,11,9,0.8182,1770.22,1600,0
frznhc,3200,4,3,0.75,1770.22,1600,0
frznhc,3400,1,1,1.0,1770.22,1600,0
fuxh,800,65,65,1.0,1931.87,1800,0
fuxh,1000,31,29,0.9355,1931.87,1800,0
fuxh,1200,22,22,1.0,1931.87,1800,0
fuxh,1400,23,23,1.0,1931.87,1800,0
fuxh,1600,35,35,1.0,1931.87,1800,0
fuxh,1800,54,50,0.9259,1931.87,1800,1
fuxh,2000,57,56,0.9825,1931.87,1800,0
fuxh,2200,75,72,0.96,1931.87,1800,0
fuxh,2400,70,65,0.9286,1931.87,1800,0
fuxh,2600,42,40,0.9524,1931.87,1800,0
fuxh,2800,29,29,1.0,1931.87,1800,0
fuxh,3000,9,8,0.8889,1931.87,1800,0
fuxh,3200,5,3,0.6,1931.87,1800,0
fuxh,3400,6,5,0.8333,1931.87,1800,0
fydj,800,30,30,1.0,2168.44,2000,0
fydj,1000,9,9,1.0,2168.44,2000,0
fydj,1200,22,22,1.0,2168.44,2000,0
fydj,1400,17,17,1.0,2168.44,2000,0
fydj,1600,18,18,1.0,2168.44,2000,0
fydj,1800,23,21,0.913,2168.44,2000,0
fydj,2000,27,26,0.963,2168.44,2000,1
fydj,2200,25,23,0.92,2168.44,2000,0
fydj,2400,34,32,0.9412,2168.44,2000,0
fydj,2600,22,21,0.9545,2168.44,2000,0
fydj,2800,27,27,1.0,2168.44,2000,0
fydj,3000,20,18,0.9,2168.44,2000,0
fydj,3200,11,10,0.9091,2168.44,2000,0
fydj,3400,30,27,0.9,2168.44,2000,0
garvitgaru,800,12,9,0.75,1271.43,1200,0
garvitgaru,1000,3,2,0.6667,1271.43,1200,0
garvitgaru,1200,3,2,0.6667,1271.43,1200,1
garvitgaru,1400,5,3,0.6,1271.43,1200,0
garvitgaru,1600,2,1,0.5,1271.43,1200,0
garvitgaru,1800,3,1,0.3333,1271.43,1200,0
garvitgaru,2000,2,1,0.5,1271.43,1200,0
garvitgaru,2200,1,1,1.0,1271.43,1200,0
garvitgaru,2400,1,1,1.0,1271.43,1200,0
garvitgaru,2800,1,0,0.0,1271.43,1200,0
garvitgaru,3000,1,0,0.0,1271.43,1200,0
gdgzdyyacm,800,8,6,0.75,1491.3,1400,0
gdgzdyyacm,1000,3,3,1.0,1491.3,1400,0
gdgzdyyacm,1200,3,2,0.6667,1491.3,1400,0
gdgzdyyacm,1400,2,2,1.0,1491.3,1400,1
gdgzdyyacm,1800,5,5,1.0,1491.3,1400,0
gdgzdyyacm,2000,2,0,0.0,1491.3,1400,0
gdgzdyyacm,2200,3,3,1.0,1491.3,1400,0
gdgzdyyacm,2400,1,1,1.0,1491.3,1400,0
gdgzdyyacm,2600,1,1,1.0,1491.3,1400,0
geospiza,800,392,391,0.9974,1505.11,1400,0
geospiza,1000,158,156,0.9873,1505.11,1400,0
geospiza,1200,163,162,0.9939,1505.11,1400,0
geospiza,1400,151,145,0.9603,1505.11,1400,1
geospiza,1600,174,168,0.9655,1505.11,1400,0
geospiza,1800,144,139,0.9653,1505.11,1400,0
geospiza,2000,127,120,0.9449,1505.11,1400,0
geospiza,2200,126,118,0.9365,1505.11,1400,0
geospiza,2400,90,81,0.9,1505.11,1400,0
geospiza,2600,33,29,0.8788,1505.11,1400,0
geospiza,2800,23,18,0.7826,1505.11,1400,0
geospiza,3000,13,12,0.9231,1505.11,1400,0
geospiza,3200,9,5,0.5556,1505.11,1400,0
geospiza,3400,3,2,0.6667,1505.11,1400,0
ggorelov_why,800,26,26,1.0,1327.59,1200,0
ggorelov_why,1000,11,11,1.0,1327.59,1200,0
ggorelov_why,1200,13,13,1.0,1327.59,1200,1
ggorelov_why,1400,11,11,1.0,1327.59,1200,0
ggorelov_why,1600,8,8,1.0,1327.59,1200,0
ggorelov_why,1800,12,9,0.75,1327.59,1200,0
ggorelov_why,2000,5,4,0.8,1327.59,1200,0
ggorelov_why,2200,5,1,0.2,1327.59,1200,0
ggorelov_why,2400,6,3,0.5,1327.59,1200,0
ggorelov_why,2600,1,1,1.0,1327.59,1200,0
ghc7hHx,800,105,102,0.9714,1490.59,1400,0
ghc7hHx,1000,54,50,0.9259,1490.59,1400,0
ghc7hHx,1200,62,56,0.9032,1490.59,1400,0
ghc7hHx,1400,48,46,0.9583,1490.59,1400,1
ghc7hHx,1600,71,67,0.9437,1490.59,1400,0
ghc7hHx,1800,72,66,0.9167,1490.59,1400,0
ghc7hHx,2000,34,31,0.9118,1490.59,1400,0
ghc7hHx,2200,30,29,0.9667,1490.59,1400,0
ghc7hHx,2400,21,20,0.9524,1490.59,1400,0
ghc7hHx,2600,9,9,1.0,1490.59,1400,0
ghc7hHx,2800,2,2,1.0,1490.59,1400,0
gleb.astashkin,800,341,340,0.9971,1469.82,1400,0
gleb.astashkin,1000,181,181,1.0,1469.82,1400,0
gleb.astashkin,1200,222,220,0.991,1469.82,1400,0
gleb.astashkin,1400,223,220,0.9865,1469.82,1400,1
gleb.astashkin,1600,238,232,0.9748,1469.82,1400,0
gleb.astashkin,1800,230,215,0.9348,1469.82,1400,0
gleb.astashkin,2000,184,165,0.8967,1469.82,1400,0
gleb.astashkin,2200,116,95,0.819,1469.82,1400,0
gleb.astashkin,2400,69,41,0.5942,1469.82,1400,0
gleb.astashkin,2600,24,9,0.375,1469.82,1400,0
gleb.astashkin,2800,5,4,0.8,1469.82,1400,0
gleb.astashkin,3000,3,1,0.3333,1469.82,1400,0
gleb.astashkin,3200,15,0,0.0,1469.82,1400,0
gloria_mundi,800,73,72,0.9863,1706.82,1600,0
gloria_mundi,1000,34,34,1.0,1706.82,1600,0
gloria_mundi,1200,33,31,0.9394,1706.82,1600,0
gloria_mundi,1400,31,31,1.0,1706.82,1600,0
gloria_mundi,1600,38,37,0.9737,1706.82,1600,1
gloria_mundi,1800,49,45,0.9184,1706.82,1600,0
gloria_mundi,2000,38,38,1.0,1706.82,1600,0
gloria_mundi,2200,30,30,1.0,1706.82,1600,0
gloria_mundi,2400,38,34,0.8947,1706.82,1600,0
gloria_mundi,2600,20,20,1.0,1706.82,1600,0
gloria_mundi,2800,16,15,0.9375,1706.82,1600,0
gloria_mundi,3000,7,5,0.7143,1706.82,1600,0
gloria_mundi,3200,3,3,1.0,1706.82,1600,0
gloria_mundi,3400,3,1,0.3333,1706.82,1600,0
gnwfgg,800,98,90,0.9184,2054.49,2000,0
gnwfgg,1000,45,43,0.9556,2054.49,2000,0
gnwfgg,1200,64,58,0.9062,2054.49,2000,0
gnwfgg,1400,51,44,0.8627,2054.49,2000,0
gnwfgg,1600,70,67,0.9571,2054.49,2000,0
gnwfgg,1800,93,88,0.9462,2054.49,2000,0
gnwfgg,2000,175,168,0.96,2054.49,2000,1
gnwfgg,2200,269,260,0.9665,2054.49,2000,0
gnwfgg,2400,370,359,0.9703,2054.49,2000,0
gnwfgg,2600,127,122,0.9606,2054.49,2000,0
gnwfgg,2800,17,14,0.8235,2054.49,2000,0
gnwfgg,3000,3,1,0.3333,2054.49,2000,0
golomb,800,276,275,0.9964,1653.64,1600,0
golomb,1000,127,126,0.9921,1653.64,1600,0
golomb,1200,141,138,0.9787,1653.64,1600,0
golomb,1400,121,116,0.9587,1653.64,1600,0
golomb,1600,115,112,0.9739,1653.64,1600,1
golomb,1800,145,137,0.9448,1653.64,1600,0
golomb,2000,118,110,0.9322,1653.64,1600,0
golomb,2200,101,88,0.8713,1653.64,1600,0
golomb,2400,117,101,0.8632,1653.64,1600,0
golomb,2600,92,76,0.8261,1653.64,1600,0
golomb,2800,56,41,0.7321,1653.64,1600,0
golomb,3000,21,16,0.7619,1653.64,1600,0
golomb,3200,21,13,0.619,1653.64,1600,0
golomb,3400,17,10,0.5882,1653.64,1600,0
goodpjw2008,800,205,201,0.9805,1283.58,1200,0
goodpjw2008,1000,69,68,0.9855,1283.58,1200,0
goodpjw2008,1200,71,64,0.9014,1283.58,1200,1
goodpjw2008,1400,50,48,0.96,1283.58,1200,0
goodpjw2008,1600,51,47,0.9216,1283.58,1200,0
goodpjw2008,1800,40,34,0.85,1283.58,1200,0
goodpjw2008,2000,40,34,0.85,1283.58,1200,0
goodpjw2008,2200,24,23,0.9583,1283.58,1200,0
goodpjw2008,2400,19,16,0.8421,1283.58,1200,0
goodpjw2008,2600,1,1,1.0,1283.58,1200,0
gopal.thecoder,800,155,155,1.0,1774.02,1600,0
gopal.thecoder,1000,73,73,1.0,1774.02,1600,0
gopal.thecoder,1200,96,96,1.0,1774.02,1600,0
gopal.thecoder,1400,91,91,1.0,1774.02,1600,0
gopal.thecoder,1600,89,89,1.0,1774.02,1600,1
gopal.thecoder,1800,85,85,1.0,1774.02,1600,0
gopal.thecoder,2000,73,73,1.0,1774.02,1600,0
gopal.thecoder,2200,71,71,1.0,1774.02,1600,0
gopal.thecoder,2400,53,53,1.0,1774.02,1600,0
gopal.thecoder,2600,38,38,1.0,1774.02,1600,0
gopal.thecoder,2800,44,44,1.0,1774.02,1600,0
gopal.thecoder,3000,19,19,1.0,1774.02,1600,0
gopal.thecoder,3200,21,21,1.0,1774.02,1600,0
gopal.thecoder,3400,35,35,1.0,1774.02,1600,0
grass8sheep,800,117,117,1.0,2189.47,2000,0
grass8sheep,1000,66,64,0.9697,2189.47,2000,0
grass8sheep,1200,65,65,1.0,2189.47,2000,0
grass8sheep,1400,85,85,1.0,2189.47,2000,0
grass8sheep,1600,85,81,0.9529,2189.47,2000,0
grass8sheep,1800,97,95,0.9794,2189.47,2000,0
grass8sheep,2000,108,104,0.963,2189.47,2000,1
grass8sheep,2200,121,115,0.9504,2189.47,2000,0
grass8sheep,2400,183,179,0.9781,2189.47,2000,0
grass8sheep,2600,148,145,0.9797,2189.47,2000,0
grass8sheep,2800,110,105,0.9545,2189.47,2000,0
grass8sheep,3000,102,99,0.9706,2189.47,2000,0
grass8sheep,3200,93,89,0.957,2189.47,2000,0
grass8sheep,3400,68,62,0.9118,2189.47,2000,0
gshbholanath19,800,91,91,1.0,1906.74,1800,0
